Дата         | Страна               | Среднедневная добыча за год (1000 бар/д)
27.10.2017   | United Arab Emirates | 2966.526
27.10.2017   | Venezuela            | 2034.802
27.10.2020   | Algeria              | 898.738
27.10.2020   | Angola               | 1271.46
27.10.2020   | Congo                | 299.936
27.10.2020   | Equatorial Guinea    | 113.575
27.10.2020   | Gabon                | 207.419
27.10.2020   | IR Iran              | 1990.624
27.10.2020   | Iraq                 | 3996.617
27.10.2020   | Kuwait               | 2438.003
27.10.2020   | Libya                | 389.334
27.10.2020   | Nigeria              | 1493.226
27.10.2020   | United Arab Emirates | 2778.552
27.10.2020   | Venezuela            | 568.571
27.10.2021   | Algeria              | 910.877
27.10.2021   | Angola               | 1124.457
27.10.2021   | Congo                | 266.646
27.10.2021   | Equatorial Guinea    | 93.32
27.10.2021   | Gabon                | 181.168
27.10.2021   | IR Iran              | 2392.117
27.10.2021   | Iraq                 | 3971.367
27.10.2021   | Kuwait               | 2414.956
27.10.2021   | Libya                | 1207.091
27.10.2021   | Nigeria              | 1322.759
27.10.2021   | United Arab Emirates | 2717.603
27.10.2021   | Venezuela            | 636.0
27.10.2022   | Algeria              | 1020.258
27.10.2022   | Angola               | 1136.711
27.10.2022   | Congo                | 261.604
27.10.2022   | Equatorial Guinea    | 81.295
27.10.2022   | Gabon                | 190.547
27.10.2022   | IR Iran              | 2554.267
27.10.2022   | Iraq                 | 4452.528
27.10.2022   | Kuwait               | 2707.038
27.10.2022   | Libya                | 981.282
27.10.2022   | Nigeria              | 1137.913
27.10.2022   | United Arab Emirates | 3064.181
27.10.2022   | Venezuela            | 716.395
27.11.2006   | Algeria              | 1368.83
27.11.2006   | Angola               | 1384.6
27.11.2006   | Congo                | 260.388
27.11.2006   | Equatorial Guinea    | 281.781
27.11.2006   | Gabon                | 227.714
27.11.2006   | IR Iran              | 4072.6
27.11.2006   | Iraq                 | 1957.224687843193
27.11.2006   | Kuwait               | 2664.5
27.11.2006   | Libya                | 1751.186
27.11.2006   | Nigeria              | 2233.884
27.11.2006   | United Arab Emirates | 2568.0
27.11.2006   | Venezuela            | 3035.6
27.11.2007   | Algeria              | 1371.6
27.11.2007   | Angola               | 1694.6
27.11.2007   | Congo                | 219.46
27.11.2007   | Equatorial Guinea    | 296.237
27.11.2007   | Gabon                | 232.467
27.11.2007   | IR Iran              | 4030.7
27.11.2007   | Iraq                 | 2035.244
27.11.2007   | Kuwait               | 2574.5
27.11.2007   | Libya                | 1673.9
27.11.2007   | Nigeria              | 2059.262
27.11.2007   | United Arab Emirates | 2529.0
27.11.2007   | Venezuela            | 2981.923
27.11.2008   | Algeria              | 1356.0
27.11.2008   | Angola               | 1896.343
27.11.2008   | Congo                | 244.367
27.11.2008   | Equatorial Guinea    | 302.162
27.11.2008   | Gabon                | 228.279
27.11.2008   | IR Iran              | 4055.672
27.11.2008   | Iraq                 | 2280.538
27.11.2008   | Kuwait               | 2676.01
27.11.2008   | Libya                | 1721.484
27.11.2008   | Nigeria              | 2017.366
27.11.2008   | United Arab Emirates | 2572.2
27.11.2008   | Venezuela            | 2957.536
27.11.2009   | Algeria              | 1216.0
27.11.2009   | Angola               | 1738.884
27.11.2009   | Congo                | 271.763
27.11.2009   | Equatorial Guinea    | 262.488
27.11.2009   | Gabon                | 228.258
27.11.2009   | IR Iran              | 3557.083
27.11.2009   | Iraq                 | 2336.181
27.11.2009   | Kuwait               | 2261.61
27.11.2009   | Libya                | 1473.937
27.11.2009   | Nigeria              | 1841.984
27.11.2009   | United Arab Emirates | 2241.638
27.11.2009   | Venezuela            | 2878.06
27.11.2012   | Algeria              | 1199.795
27.11.2012   | Angola               | 1704.001
27.11.2012   | Congo                | 262.87
27.11.2012   | Equatorial Guinea    | 247.143
27.11.2012   | Gabon                | 227.255
27.11.2012   | IR Iran              | 3739.751
27.11.2012   | Iraq                 | 2942.407
27.11.2012   | Kuwait               | 2977.56
27.11.2012   | Libya                | 1449.994
27.11.2012   | Nigeria              | 1954.074
27.11.2012   | United Arab Emirates | 2653.0
27.11.2012   | Venezuela            | 2803.93
27.11.2013   | Algeria              | 1202.614
27.11.2013   | Angola               | 1701.203
27.11.2013   | Congo                | 239.789
27.11.2013   | Equatorial Guinea    | 211.19
27.11.2013   | Gabon                | 220.247
27.11.2013   | IR Iran              | 3575.342
27.11.2013   | Iraq                 | 2979.616
27.11.2013   | Kuwait               | 2924.65
27.11.2013   | Libya                | 993.346
27.11.2013   | Nigeria              | 1753.717
27.11.2013   | United Arab Emirates | 2796.534
27.11.2013   | Venezuela            | 2789.486
27.11.2014   | Algeria              | 1192.833
27.11.2014   | Angola               | 1653.688
27.11.2014   | Congo                | 241.459
27.11.2014   | Equatorial Guinea    | 201.498
27.11.2014   | Gabon                | 214.913
27.11.2014   | IR Iran              | 3117.082
27.11.2014   | Iraq                 | 3110.471
27.11.2014   | Kuwait               | 2866.78
27.11.2014   | Libya                | 479.899
27.11.2014   | Nigeria              | 1807.047
27.11.2014   | United Arab Emirates | 2794.0
27.11.2014   | Venezuela            | 2682.633
27.11.2015   | Algeria              | 1157.082
27.11.2015   | Angola               | 1767.068
27.11.2015   | Congo                | 234.136
27.11.2015   | Equatorial Guinea    | 186.789
27.11.2015   | Gabon                | 218.312
27.11.2015   | IR Iran              | 3151.644
27.11.2015   | Iraq                 | 3504.137
27.11.2015   | Kuwait               | 2858.685
27.11.2015   | Libya                | 400.31
27.11.2015   | Nigeria              | 1748.191
27.11.2015   | United Arab Emirates | 2988.885
27.11.2015   | Venezuela            | 2653.871
27.11.2017   | Algeria              | 1058.693
27.11.2017   | Angola               | 1632.238
27.11.2017   | Congo                | 262.73
27.11.2017   | Equatorial Guinea    | 128.6
27.11.2017   | Gabon                | 210.066
27.11.2017   | IR Iran              | 3867.315
27.11.2017   | Iraq                 | 4468.663
27.11.2017   | Kuwait               | 2704.236
27.11.2017   | Libya                | 807.594
27.11.2017   | Nigeria              | 1535.639
27.11.2017   | United Arab Emirates | 2966.526
27.11.2017   | Venezuela            | 2034.802
27.11.2018   | Algeria              | 1040.102
27.11.2018   | Angola               | 1473.267
27.11.2018   | Congo                | 323.466
27.11.2018   | Equatorial Guinea    | 120.179
27.11.2018   | Gabon                | 193.447
27.11.2018   | IR Iran              | 3535.865
27.11.2018   | Iraq                 | 4410.0
27.11.2018   | Kuwait               | 2736.603
27.11.2018   | Libya                | 946.219
27.11.2018   | Nigeria              | 1601.61
27.11.2018   | United Arab Emirates | 3008.342
27.11.2018   | Venezuela            | 1510.2
27.11.2019   | Algeria              | 1023.2
27.11.2019   | Angola               | 1372.848
27.11.2019   | Congo                | 329.197
27.11.2019   | Equatorial Guinea    | 109.583
27.11.2019   | Gabon                | 217.831
27.11.2019   | IR Iran              | 2362.446
27.11.2019   | Iraq                 | 4576.14
27.11.2019   | Kuwait               | 2677.655
27.11.2019   | Libya                | 1090.806
27.11.2019   | Nigeria              | 1737.407
27.11.2019   | United Arab Emirates | 3057.899
27.11.2019   | Venezuela            | 1012.605
27.11.2020   | Algeria              | 898.738
27.11.2020   | Angola               | 1271.46
27.11.2020   | Congo                | 299.936
27.11.2020   | Equatorial Guinea    | 113.575
27.11.2020   | Gabon                | 207.419
27.11.2020   | IR Iran              | 1990.624
27.11.2020   | Iraq                 | 3996.617
27.11.2020   | Kuwait               | 2438.003
27.11.2020   | Libya                | 389.334
27.11.2020   | Nigeria              | 1493.226
27.11.2020   | United Arab Emirates | 2778.552
27.11.2020   | Venezuela            | 568.571
27.12.2006   | Algeria              | 1368.83
27.12.2006   | Angola               | 1384.6
27.12.2006   | Congo                | 260.388
27.12.2006   | Equatorial Guinea    | 281.781
27.12.2006   | Gabon                | 227.714
27.12.2006   | IR Iran              | 4072.6
27.12.2006   | Iraq                 | 1957.224687843193
27.12.2006   | Kuwait               | 2664.5
27.12.2006   | Libya                | 1751.186
27.12.2006   | Nigeria              | 2233.884
27.12.2006   | United Arab Emirates | 2568.0
27.12.2006   | Venezuela            | 3035.6
27.12.2007   | Algeria              | 1371.6
27.12.2007   | Angola               | 1694.6
27.12.2007   | Congo                | 219.46
27.12.2007   | Equatorial Guinea    | 296.237
27.12.2007   | Gabon                | 232.467
27.12.2007   | IR Iran              | 4030.7
27.12.2007   | Iraq                 | 2035.244
27.12.2007   | Kuwait               | 2574.5
27.12.2007   | Libya                | 1673.9
27.12.2007   | Nigeria              | 2059.262
27.12.2007   | United Arab Emirates | 2529.0
27.12.2007   | Venezuela            | 2981.923
27.12.2010   | Algeria              | 1189.839
27.12.2010   | Angola               | 1757.6
27.12.2010   | Congo                | 308.146
27.12.2010   | Equatorial Guinea    | 240.972
27.12.2010   | Gabon                | 241.114
27.12.2010   | IR Iran              | 3544.0
27.12.2010   | Iraq                 | 2358.074
27.12.2010   | Kuwait               | 2312.12
27.12.2010   | Libya                | 1486.605
27.12.2010   | Nigeria              | 2048.269
27.12.2010   | United Arab Emirates | 2323.829
27.12.2010   | Venezuela            | 2853.638
27.12.2011   | Algeria              | 1161.608
27.12.2011   | Angola               | 1618.047
27.12.2011   | Congo                | 289.431
27.12.2011   | Equatorial Guinea    | 228.805
27.12.2011   | Gabon                | 241.32
27.12.2011   | IR Iran              | 3576.0
27.12.2011   | Iraq                 | 2652.625
27.12.2011   | Kuwait               | 2658.69
27.12.2011   | Libya                | 489.456
27.12.2011   | Nigeria              | 1974.808
27.12.2011   | United Arab Emirates | 2564.17
27.12.2011   | Venezuela            | 2880.907
27.12.2012   | Algeria              | 1199.795
27.12.2012   | Angola               | 1704.001
27.12.2012   | Congo                | 262.87
27.12.2012   | Equatorial Guinea    | 247.143
27.12.2012   | Gabon                | 227.255
27.12.2012   | IR Iran              | 3739.751
27.12.2012   | Iraq                 | 2942.407
27.12.2012   | Kuwait               | 2977.56
27.12.2012   | Libya                | 1449.994
27.12.2012   | Nigeria              | 1954.074
27.12.2012   | United Arab Emirates | 2653.0
27.12.2012   | Venezuela            | 2803.93
27.12.2013   | Algeria              | 1202.614
27.12.2013   | Angola               | 1701.203
27.12.2013   | Congo                | 239.789
27.12.2013   | Equatorial Guinea    | 211.19
27.12.2013   | Gabon                | 220.247
27.12.2013   | IR Iran              | 3575.342
27.12.2013   | Iraq                 | 2979.616
27.12.2013   | Kuwait               | 2924.65
27.12.2013   | Libya                | 993.346
27.12.2013   | Nigeria              | 1753.717
27.12.2013   | United Arab Emirates | 2796.534
27.12.2013   | Venezuela            | 2789.486
27.12.2016   | Algeria              | 1146.295
27.12.2016   | Angola               | 1721.62
27.12.2016   | Congo                | 225.008
27.12.2016   | Equatorial Guinea    | 163.205
27.12.2016   | Gabon                | 220.693
27.12.2016   | IR Iran              | 3651.298
27.12.2016   | Iraq                 | 4647.795
27.12.2016   | Kuwait               | 2954.265
27.12.2016   | Libya                | 388.945
27.12.2016   | Nigeria              | 1427.262
27.12.2016   | United Arab Emirates | 3088.284
27.12.2016   | Venezuela            | 2372.503
27.12.2017   | Algeria              | 1058.693
27.12.2017   | Angola               | 1632.238
27.12.2017   | Congo                | 262.73
27.12.2017   | Equatorial Guinea    | 128.6
27.12.2017   | Gabon                | 210.066
27.12.2017   | IR Iran              | 3867.315
27.12.2017   | Iraq                 | 4468.663
27.12.2017   | Kuwait               | 2704.236
27.12.2017   | Libya                | 807.594
27.12.2017   | Nigeria              | 1535.639
27.12.2017   | United Arab Emirates | 2966.526
27.12.2017   | Venezuela            | 2034.802
27.12.2018   | Algeria              | 1040.102
27.12.2018   | Angola               | 1473.267
27.12.2018   | Congo                | 323.466
27.12.2018   | Equatorial Guinea    | 120.179
27.12.2018   | Gabon                | 193.447
27.12.2018   | IR Iran              | 3535.865
27.12.2018   | Iraq                 | 4410.0
27.12.2018   | Kuwait               | 2736.603
27.12.2018   | Libya                | 946.219
27.12.2018   | Nigeria              | 1601.61
27.12.2018   | United Arab Emirates | 3008.342
27.12.2018   | Venezuela            | 1510.2
27.12.2019   | Algeria              | 1023.2
